,cell_type,train_val_test
34217,CD4+/CD45RO+ memory T cells,train
34218,CD4+/CD45RO+ memory T cells,train
34219,CD4+/CD45RO+ memory T cells,train
34220,CD4+/CD45RO+ memory T cells,train
34221,CD4+/CD45RO+ memory T cells,train
34222,CD4+/CD45RO+ memory T cells,test
34223,CD4+/CD45RO+ memory T cells,train
34224,CD4+/CD45RO+ memory T cells,validation
34225,CD4+/CD45RO+ memory T cells,train
34226,CD4+/CD45RO+ memory T cells,train
34227,CD4+/CD45RO+ memory T cells,train
34228,CD4+/CD45RO+ memory T cells,train
34229,CD4+/CD45RO+ memory T cells,validation
34230,CD4+/CD45RO+ memory T cells,train
34231,CD4+/CD45RO+ memory T cells,test
34232,CD4+/CD45RO+ memory T cells,train
34233,CD4+/CD45RO+ memory T cells,test
34234,CD4+/CD45RO+ memory T cells,train
34235,CD4+/CD45RO+ memory T cells,validation
34236,CD4+/CD45RO+ memory T cells,train
34237,CD4+/CD45RO+ memory T cells,train
34238,CD4+/CD45RO+ memory T cells,train
34239,CD4+/CD45RO+ memory T cells,train
34240,CD4+/CD45RO+ memory T cells,train
34241,CD4+/CD45RO+ memory T cells,train
34242,CD4+/CD45RO+ memory T cells,test
34243,CD4+/CD45RO+ memory T cells,train
34244,CD4+/CD45RO+ memory T cells,train
34245,CD4+/CD45RO+ memory T cells,train
34246,CD4+/CD45RO+ memory T cells,train
34247,CD4+/CD45RO+ memory T cells,train
34248,CD4+/CD45RO+ memory T cells,train
34249,CD4+/CD45RO+ memory T cells,train
34250,CD4+/CD45RO+ memory T cells,train
34251,CD4+/CD45RO+ memory T cells,test
34252,CD4+/CD45RO+ memory T cells,train
34253,CD4+/CD45RO+ memory T cells,validation
34254,CD4+/CD45RO+ memory T cells,train
34255,CD4+/CD45RO+ memory T cells,train
34256,CD4+/CD45RO+ memory T cells,train
34257,CD4+/CD45RO+ memory T cells,validation
34258,CD4+/CD45RO+ memory T cells,train
34259,CD4+/CD45RO+ memory T cells,train
34260,CD4+/CD45RO+ memory T cells,train
34261,CD4+/CD45RO+ memory T cells,train
34262,CD4+/CD45RO+ memory T cells,validation
34263,CD4+/CD45RO+ memory T cells,train
34264,CD4+/CD45RO+ memory T cells,train
34265,CD4+/CD45RO+ memory T cells,train
34266,CD4+/CD45RO+ memory T cells,train
34267,CD4+/CD45RO+ memory T cells,train
34268,CD4+/CD45RO+ memory T cells,test
34269,CD4+/CD45RO+ memory T cells,train
34270,CD4+/CD45RO+ memory T cells,train
34271,CD4+/CD45RO+ memory T cells,train
34272,CD4+/CD45RO+ memory T cells,train
34273,CD4+/CD45RO+ memory T cells,train
34274,CD4+/CD45RO+ memory T cells,train
34275,CD4+/CD45RO+ memory T cells,train
34276,CD4+/CD45RO+ memory T cells,train
34277,CD4+/CD45RO+ memory T cells,train
34278,CD4+/CD45RO+ memory T cells,validation
34279,CD4+/CD45RO+ memory T cells,train
34280,CD4+/CD45RO+ memory T cells,train
34281,CD4+/CD45RO+ memory T cells,train
34282,CD4+/CD45RO+ memory T cells,validation
34283,CD4+/CD45RO+ memory T cells,test
34284,CD4+/CD45RO+ memory T cells,train
34285,CD4+/CD45RO+ memory T cells,train
34286,CD4+/CD45RO+ memory T cells,validation
34287,CD4+/CD45RO+ memory T cells,train
34288,CD4+/CD45RO+ memory T cells,train
34289,CD4+/CD45RO+ memory T cells,train
34290,CD4+/CD45RO+ memory T cells,train
34291,CD4+/CD45RO+ memory T cells,train
34292,CD4+/CD45RO+ memory T cells,train
34293,CD4+/CD45RO+ memory T cells,train
34294,CD4+/CD45RO+ memory T cells,train
34295,CD4+/CD45RO+ memory T cells,train
34296,CD4+/CD45RO+ memory T cells,train
34297,CD4+/CD45RO+ memory T cells,train
34298,CD4+/CD45RO+ memory T cells,test
34299,CD4+/CD45RO+ memory T cells,validation
34300,CD4+/CD45RO+ memory T cells,validation
34301,CD4+/CD45RO+ memory T cells,train
34302,CD4+/CD45RO+ memory T cells,test
34303,CD4+/CD45RO+ memory T cells,train
34304,CD4+/CD45RO+ memory T cells,train
34305,CD4+/CD45RO+ memory T cells,train
34306,CD4+/CD45RO+ memory T cells,train
34307,CD4+/CD45RO+ memory T cells,train
34308,CD4+/CD45RO+ memory T cells,train
34309,CD4+/CD45RO+ memory T cells,test
34310,CD4+/CD45RO+ memory T cells,train
34311,CD4+/CD45RO+ memory T cells,train
34312,CD4+/CD45RO+ memory T cells,train
34313,CD4+/CD45RO+ memory T cells,train
34314,CD4+/CD45RO+ memory T cells,train
34315,CD4+/CD45RO+ memory T cells,train
34316,CD4+/CD45RO+ memory T cells,train
34317,CD4+/CD45RO+ memory T cells,train
34318,CD4+/CD45RO+ memory T cells,validation
34319,CD4+/CD45RO+ memory T cells,train
34320,CD4+/CD45RO+ memory T cells,validation
34321,CD4+/CD45RO+ memory T cells,test
34322,CD4+/CD45RO+ memory T cells,train
34323,CD4+/CD45RO+ memory T cells,train
34324,CD4+/CD45RO+ memory T cells,validation
34325,CD4+/CD45RO+ memory T cells,train
34326,CD4+/CD45RO+ memory T cells,test
34327,CD4+/CD45RO+ memory T cells,train
34328,CD4+/CD45RO+ memory T cells,train
34329,CD4+/CD45RO+ memory T cells,train
34330,CD4+/CD45RO+ memory T cells,train
34331,CD4+/CD45RO+ memory T cells,test
34332,CD4+/CD45RO+ memory T cells,test
34333,CD4+/CD45RO+ memory T cells,train
34334,CD4+/CD45RO+ memory T cells,validation
34335,CD4+/CD45RO+ memory T cells,train
34336,CD4+/CD45RO+ memory T cells,train
34337,CD4+/CD45RO+ memory T cells,train
34338,CD4+/CD45RO+ memory T cells,train
34339,CD4+/CD45RO+ memory T cells,train
34340,CD4+/CD45RO+ memory T cells,train
34341,CD4+/CD45RO+ memory T cells,train
34342,CD4+/CD45RO+ memory T cells,validation
34343,CD4+/CD45RO+ memory T cells,train
34344,CD4+/CD45RO+ memory T cells,train
34345,CD4+/CD45RO+ memory T cells,train
34346,CD4+/CD45RO+ memory T cells,train
34347,CD4+/CD45RO+ memory T cells,train
34348,CD4+/CD45RO+ memory T cells,train
34349,CD4+/CD45RO+ memory T cells,train
34350,CD4+/CD45RO+ memory T cells,train
34351,CD4+/CD45RO+ memory T cells,test
34352,CD4+/CD45RO+ memory T cells,validation
34353,CD4+/CD45RO+ memory T cells,test
34354,CD4+/CD45RO+ memory T cells,test
34355,CD4+/CD45RO+ memory T cells,train
34356,CD4+/CD45RO+ memory T cells,train
34357,CD4+/CD45RO+ memory T cells,train
34358,CD4+/CD45RO+ memory T cells,validation
34359,CD4+/CD45RO+ memory T cells,train
34360,CD4+/CD45RO+ memory T cells,train
34361,CD4+/CD45RO+ memory T cells,train
34362,CD4+/CD45RO+ memory T cells,train
34363,CD4+/CD45RO+ memory T cells,train
34364,CD4+/CD45RO+ memory T cells,validation
34365,CD4+/CD45RO+ memory T cells,train
34366,CD4+/CD45RO+ memory T cells,train
34367,CD4+/CD45RO+ memory T cells,train
34368,CD4+/CD45RO+ memory T cells,train
34369,CD4+/CD45RO+ memory T cells,train
34370,CD4+/CD45RO+ memory T cells,test
34371,CD4+/CD45RO+ memory T cells,train
34372,CD4+/CD45RO+ memory T cells,train
34373,CD4+/CD45RO+ memory T cells,test
34374,CD4+/CD45RO+ memory T cells,train
34375,CD4+/CD45RO+ memory T cells,train
34376,CD4+/CD45RO+ memory T cells,train
34377,CD4+/CD45RO+ memory T cells,train
34378,CD4+/CD45RO+ memory T cells,train
34379,CD4+/CD45RO+ memory T cells,train
34380,CD4+/CD45RO+ memory T cells,train
34381,CD4+/CD45RO+ memory T cells,validation
34382,CD4+/CD45RO+ memory T cells,validation
34383,CD4+/CD45RO+ memory T cells,train
34384,CD4+/CD45RO+ memory T cells,train
34385,CD4+/CD45RO+ memory T cells,train
34386,CD4+/CD45RO+ memory T cells,train
34387,CD4+/CD45RO+ memory T cells,train
34388,CD4+/CD45RO+ memory T cells,train
34389,CD4+/CD45RO+ memory T cells,train
34390,CD4+/CD45RO+ memory T cells,train
34391,CD4+/CD45RO+ memory T cells,train
34392,CD4+/CD45RO+ memory T cells,test
34393,CD4+/CD45RO+ memory T cells,train
34394,CD4+/CD45RO+ memory T cells,train
34395,CD4+/CD45RO+ memory T cells,train
34396,CD4+/CD45RO+ memory T cells,train
34397,CD4+/CD45RO+ memory T cells,train
34398,CD4+/CD45RO+ memory T cells,train
34399,CD4+/CD45RO+ memory T cells,train
34400,CD4+/CD45RO+ memory T cells,train
34401,CD4+/CD45RO+ memory T cells,train
34402,CD4+/CD45RO+ memory T cells,train
34403,CD4+/CD45RO+ memory T cells,train
34404,CD4+/CD45RO+ memory T cells,test
34405,CD4+/CD45RO+ memory T cells,train
34406,CD4+/CD45RO+ memory T cells,test
34407,CD4+/CD45RO+ memory T cells,train
34408,CD4+/CD45RO+ memory T cells,test
34409,CD4+/CD45RO+ memory T cells,train
34410,CD4+/CD45RO+ memory T cells,validation
34411,CD4+/CD45RO+ memory T cells,train
34412,CD4+/CD45RO+ memory T cells,train
34413,CD4+/CD45RO+ memory T cells,train
34414,CD4+/CD45RO+ memory T cells,train
34415,CD4+/CD45RO+ memory T cells,train
34416,CD4+/CD45RO+ memory T cells,test
34417,CD4+/CD45RO+ memory T cells,train
34418,CD4+/CD45RO+ memory T cells,train
34419,CD4+/CD45RO+ memory T cells,train
34420,CD4+/CD45RO+ memory T cells,validation
34421,CD4+/CD45RO+ memory T cells,train
34422,CD4+/CD45RO+ memory T cells,train
34423,CD4+/CD45RO+ memory T cells,train
34424,CD4+/CD45RO+ memory T cells,train
34425,CD4+/CD45RO+ memory T cells,train
34426,CD4+/CD45RO+ memory T cells,train
34427,CD4+/CD45RO+ memory T cells,test
34428,CD4+/CD45RO+ memory T cells,train
34429,CD4+/CD45RO+ memory T cells,train
34430,CD4+/CD45RO+ memory T cells,train
34431,CD4+/CD45RO+ memory T cells,train
34432,CD4+/CD45RO+ memory T cells,train
34433,CD4+/CD45RO+ memory T cells,train
34434,CD4+/CD45RO+ memory T cells,train
34435,CD4+/CD45RO+ memory T cells,train
34436,CD4+/CD45RO+ memory T cells,train
34437,CD4+/CD45RO+ memory T cells,train
34438,CD4+/CD45RO+ memory T cells,train
34439,CD4+/CD45RO+ memory T cells,train
34440,CD4+/CD45RO+ memory T cells,train
34441,CD4+/CD45RO+ memory T cells,train
34442,CD4+/CD45RO+ memory T cells,validation
34443,CD4+/CD45RO+ memory T cells,train
34444,CD4+/CD45RO+ memory T cells,train
34445,CD4+/CD45RO+ memory T cells,train
34446,CD4+/CD45RO+ memory T cells,train
34447,CD4+/CD45RO+ memory T cells,train
34448,CD4+/CD45RO+ memory T cells,train
34449,CD4+/CD45RO+ memory T cells,train
34450,CD4+/CD45RO+ memory T cells,train
34451,CD4+/CD45RO+ memory T cells,train
34452,CD4+/CD45RO+ memory T cells,test
34453,CD4+/CD45RO+ memory T cells,test
34454,CD4+/CD45RO+ memory T cells,train
34455,CD4+/CD45RO+ memory T cells,train
34456,CD4+/CD45RO+ memory T cells,train
34457,CD4+/CD45RO+ memory T cells,test
34458,CD4+/CD45RO+ memory T cells,train
34459,CD4+/CD45RO+ memory T cells,train
34460,CD4+/CD45RO+ memory T cells,test
34461,CD4+/CD45RO+ memory T cells,train
34462,CD4+/CD45RO+ memory T cells,train
34463,CD4+/CD45RO+ memory T cells,validation
34464,CD4+/CD45RO+ memory T cells,train
34465,CD4+/CD45RO+ memory T cells,train
34466,CD4+/CD45RO+ memory T cells,train
34467,CD4+/CD45RO+ memory T cells,train
34468,CD4+/CD45RO+ memory T cells,train
34469,CD4+/CD45RO+ memory T cells,train
34470,CD4+/CD45RO+ memory T cells,train
34471,CD4+/CD45RO+ memory T cells,test
34472,CD4+/CD45RO+ memory T cells,train
34473,CD4+/CD45RO+ memory T cells,train
34474,CD4+/CD45RO+ memory T cells,train
34475,CD4+/CD45RO+ memory T cells,train
34476,CD4+/CD45RO+ memory T cells,train
34477,CD4+/CD45RO+ memory T cells,train
34478,CD4+/CD45RO+ memory T cells,validation
34479,CD4+/CD45RO+ memory T cells,train
34480,CD4+/CD45RO+ memory T cells,train
34481,CD4+/CD45RO+ memory T cells,train
34482,CD4+/CD45RO+ memory T cells,train
34483,CD4+/CD45RO+ memory T cells,train
34484,CD4+/CD45RO+ memory T cells,train
34485,CD4+/CD45RO+ memory T cells,train
34486,CD4+/CD45RO+ memory T cells,train
34487,CD4+/CD45RO+ memory T cells,test
34488,CD4+/CD45RO+ memory T cells,train
34489,CD4+/CD45RO+ memory T cells,train
34490,CD4+/CD45RO+ memory T cells,train
34491,CD4+/CD45RO+ memory T cells,test
34492,CD4+/CD45RO+ memory T cells,train
34493,CD4+/CD45RO+ memory T cells,train
34494,CD4+/CD45RO+ memory T cells,train
34495,CD4+/CD45RO+ memory T cells,train
34496,CD4+/CD45RO+ memory T cells,train
34497,CD4+/CD45RO+ memory T cells,train
34498,CD4+/CD45RO+ memory T cells,train
34499,CD4+/CD45RO+ memory T cells,train
34500,CD4+/CD45RO+ memory T cells,train
34501,CD4+/CD45RO+ memory T cells,train
34502,CD4+/CD45RO+ memory T cells,train
34503,CD4+/CD45RO+ memory T cells,train
34504,CD4+/CD45RO+ memory T cells,train
34505,CD4+/CD45RO+ memory T cells,train
34506,CD4+/CD45RO+ memory T cells,validation
34507,CD4+/CD45RO+ memory T cells,validation
34508,CD4+/CD45RO+ memory T cells,train
34509,CD4+/CD45RO+ memory T cells,train
34510,CD4+/CD45RO+ memory T cells,validation
34511,CD4+/CD45RO+ memory T cells,test
34512,CD4+/CD45RO+ memory T cells,validation
34513,CD4+/CD45RO+ memory T cells,train
34514,CD4+/CD45RO+ memory T cells,train
34515,CD4+/CD45RO+ memory T cells,train
34516,CD4+/CD45RO+ memory T cells,train
34517,CD4+/CD45RO+ memory T cells,validation
34518,CD4+/CD45RO+ memory T cells,train
34519,CD4+/CD45RO+ memory T cells,train
34520,CD4+/CD45RO+ memory T cells,train
34521,CD4+/CD45RO+ memory T cells,train
34522,CD4+/CD45RO+ memory T cells,train
34523,CD4+/CD45RO+ memory T cells,test
34524,CD4+/CD45RO+ memory T cells,test
34525,CD4+/CD45RO+ memory T cells,train
34526,CD4+/CD45RO+ memory T cells,test
34527,CD4+/CD45RO+ memory T cells,train
34528,CD4+/CD45RO+ memory T cells,train
34529,CD4+/CD45RO+ memory T cells,train
34530,CD4+/CD45RO+ memory T cells,test
34531,CD4+/CD45RO+ memory T cells,train
34532,CD4+/CD45RO+ memory T cells,train
34533,CD4+/CD45RO+ memory T cells,validation
34534,CD4+/CD45RO+ memory T cells,train
34535,CD4+/CD45RO+ memory T cells,train
34536,CD4+/CD45RO+ memory T cells,train
34537,CD4+/CD45RO+ memory T cells,train
34538,CD4+/CD45RO+ memory T cells,train
34539,CD4+/CD45RO+ memory T cells,train
34540,CD4+/CD45RO+ memory T cells,test
34541,CD4+/CD45RO+ memory T cells,train
34542,CD4+/CD45RO+ memory T cells,train
34543,CD4+/CD45RO+ memory T cells,train
34544,CD4+/CD45RO+ memory T cells,train
34545,CD4+/CD45RO+ memory T cells,train
34546,CD4+/CD45RO+ memory T cells,train
34547,CD4+/CD45RO+ memory T cells,validation
34548,CD4+/CD45RO+ memory T cells,train
34549,CD4+/CD45RO+ memory T cells,train
34550,CD4+/CD45RO+ memory T cells,train
34551,CD4+/CD45RO+ memory T cells,validation
34552,CD4+/CD45RO+ memory T cells,train
34553,CD4+/CD45RO+ memory T cells,train
34554,CD4+/CD45RO+ memory T cells,train
34555,CD4+/CD45RO+ memory T cells,test
34556,CD4+/CD45RO+ memory T cells,train
34557,CD4+/CD45RO+ memory T cells,train
34558,CD4+/CD45RO+ memory T cells,test
34559,CD4+/CD45RO+ memory T cells,train
34560,CD4+/CD45RO+ memory T cells,train
34561,CD4+/CD45RO+ memory T cells,test
34562,CD4+/CD45RO+ memory T cells,train
34563,CD4+/CD45RO+ memory T cells,train
34564,CD4+/CD45RO+ memory T cells,test
34565,CD4+/CD45RO+ memory T cells,train
34566,CD4+/CD45RO+ memory T cells,train
34567,CD4+/CD45RO+ memory T cells,train
34568,CD4+/CD45RO+ memory T cells,train
34569,CD4+/CD45RO+ memory T cells,train
34570,CD4+/CD45RO+ memory T cells,train
34571,CD4+/CD45RO+ memory T cells,train
34572,CD4+/CD45RO+ memory T cells,train
34573,CD4+/CD45RO+ memory T cells,train
34574,CD4+/CD45RO+ memory T cells,train
34575,CD4+/CD45RO+ memory T cells,train
34576,CD4+/CD45RO+ memory T cells,train
34577,CD4+/CD45RO+ memory T cells,train
34578,CD4+/CD45RO+ memory T cells,train
34579,CD4+/CD45RO+ memory T cells,train
34580,CD4+/CD45RO+ memory T cells,train
34581,CD4+/CD45RO+ memory T cells,train
34582,CD4+/CD45RO+ memory T cells,train
34583,CD4+/CD45RO+ memory T cells,train
34584,CD4+/CD45RO+ memory T cells,train
34585,CD4+/CD45RO+ memory T cells,train
34586,CD4+/CD45RO+ memory T cells,train
34587,CD4+/CD45RO+ memory T cells,test
34588,CD4+/CD45RO+ memory T cells,train
34589,CD4+/CD45RO+ memory T cells,train
34590,CD4+/CD45RO+ memory T cells,train
34591,CD4+/CD45RO+ memory T cells,train
34592,CD4+/CD45RO+ memory T cells,train
34593,CD4+/CD45RO+ memory T cells,test
34594,CD4+/CD45RO+ memory T cells,train
34595,CD4+/CD45RO+ memory T cells,train
34596,CD4+/CD45RO+ memory T cells,train
34597,CD4+/CD45RO+ memory T cells,validation
34598,CD4+/CD45RO+ memory T cells,train
34599,CD4+/CD45RO+ memory T cells,validation
34600,CD4+/CD45RO+ memory T cells,validation
34601,CD4+/CD45RO+ memory T cells,train
34602,CD4+/CD45RO+ memory T cells,train
34603,CD4+/CD45RO+ memory T cells,train
34604,CD4+/CD45RO+ memory T cells,train
34605,CD4+/CD45RO+ memory T cells,train
34606,CD4+/CD45RO+ memory T cells,train
34607,CD4+/CD45RO+ memory T cells,train
34608,CD4+/CD45RO+ memory T cells,test
34609,CD4+/CD45RO+ memory T cells,train
34610,CD4+/CD45RO+ memory T cells,train
34611,CD4+/CD45RO+ memory T cells,train
34612,CD4+/CD45RO+ memory T cells,train
34613,CD4+/CD45RO+ memory T cells,test
34614,CD4+/CD45RO+ memory T cells,train
34615,CD4+/CD45RO+ memory T cells,validation
34616,CD4+/CD45RO+ memory T cells,train
34617,CD4+/CD45RO+ memory T cells,train
34618,CD4+/CD45RO+ memory T cells,train
34619,CD4+/CD45RO+ memory T cells,train
34620,CD4+/CD45RO+ memory T cells,train
34621,CD4+/CD45RO+ memory T cells,validation
34622,CD4+/CD45RO+ memory T cells,train
34623,CD4+/CD45RO+ memory T cells,validation
34624,CD4+/CD45RO+ memory T cells,train
34625,CD4+/CD45RO+ memory T cells,train
34626,CD4+/CD45RO+ memory T cells,train
34627,CD4+/CD45RO+ memory T cells,train
34628,CD4+/CD45RO+ memory T cells,train
34629,CD4+/CD45RO+ memory T cells,train
34630,CD4+/CD45RO+ memory T cells,train
34631,CD4+/CD45RO+ memory T cells,test
34632,CD4+/CD45RO+ memory T cells,train
34633,CD4+/CD45RO+ memory T cells,train
34634,CD4+/CD45RO+ memory T cells,test
34635,CD4+/CD45RO+ memory T cells,train
34636,CD4+/CD45RO+ memory T cells,train
34637,CD4+/CD45RO+ memory T cells,train
34638,CD4+/CD45RO+ memory T cells,test
34639,CD4+/CD45RO+ memory T cells,train
34640,CD4+/CD45RO+ memory T cells,train
34641,CD4+/CD45RO+ memory T cells,train
34642,CD4+/CD45RO+ memory T cells,train
34643,CD4+/CD45RO+ memory T cells,train
34644,CD4+/CD45RO+ memory T cells,train
34645,CD4+/CD45RO+ memory T cells,train
34646,CD4+/CD45RO+ memory T cells,validation
34647,CD4+/CD45RO+ memory T cells,train
34648,CD4+/CD45RO+ memory T cells,train
34649,CD4+/CD45RO+ memory T cells,validation
34650,CD4+/CD45RO+ memory T cells,train
34651,CD4+/CD45RO+ memory T cells,train
34652,CD4+/CD45RO+ memory T cells,train
34653,CD4+/CD45RO+ memory T cells,train
34654,CD4+/CD45RO+ memory T cells,train
34655,CD4+/CD45RO+ memory T cells,train
34656,CD4+/CD45RO+ memory T cells,test
34657,CD4+/CD45RO+ memory T cells,train
34658,CD4+/CD45RO+ memory T cells,train
34659,CD4+/CD45RO+ memory T cells,train
34660,CD4+/CD45RO+ memory T cells,train
34661,CD4+/CD45RO+ memory T cells,train
34662,CD4+/CD45RO+ memory T cells,test
34663,CD4+/CD45RO+ memory T cells,train
34664,CD4+/CD45RO+ memory T cells,validation
34665,CD4+/CD45RO+ memory T cells,train
34666,CD4+/CD45RO+ memory T cells,train
34667,CD4+/CD45RO+ memory T cells,test
34668,CD4+/CD45RO+ memory T cells,train
34669,CD4+/CD45RO+ memory T cells,train
34670,CD4+/CD45RO+ memory T cells,train
34671,CD4+/CD45RO+ memory T cells,validation
34672,CD4+/CD45RO+ memory T cells,train
34673,CD4+/CD45RO+ memory T cells,train
34674,CD4+/CD45RO+ memory T cells,train
34675,CD4+/CD45RO+ memory T cells,train
34676,CD4+/CD45RO+ memory T cells,train
34677,CD4+/CD45RO+ memory T cells,train
34678,CD4+/CD45RO+ memory T cells,train
34679,CD4+/CD45RO+ memory T cells,train
34680,CD4+/CD45RO+ memory T cells,train
34681,CD4+/CD45RO+ memory T cells,train
34682,CD4+/CD45RO+ memory T cells,train
34683,CD4+/CD45RO+ memory T cells,train
34684,CD4+/CD45RO+ memory T cells,train
34685,CD4+/CD45RO+ memory T cells,train
34686,CD4+/CD45RO+ memory T cells,train
34687,CD4+/CD45RO+ memory T cells,train
34688,CD4+/CD45RO+ memory T cells,validation
34689,CD4+/CD45RO+ memory T cells,test
34690,CD4+/CD45RO+ memory T cells,train
34691,CD4+/CD45RO+ memory T cells,test
34692,CD4+/CD45RO+ memory T cells,train
34693,CD4+/CD45RO+ memory T cells,train
34694,CD4+/CD45RO+ memory T cells,train
34695,CD4+/CD45RO+ memory T cells,train
34696,CD4+/CD45RO+ memory T cells,train
34697,CD4+/CD45RO+ memory T cells,train
34698,CD4+/CD45RO+ memory T cells,train
34699,CD4+/CD45RO+ memory T cells,train
34700,CD4+/CD45RO+ memory T cells,train
34701,CD4+/CD45RO+ memory T cells,validation
34702,CD4+/CD45RO+ memory T cells,train
34703,CD4+/CD45RO+ memory T cells,test
34704,CD4+/CD45RO+ memory T cells,train
34705,CD4+/CD45RO+ memory T cells,train
34706,CD4+/CD45RO+ memory T cells,train
34707,CD4+/CD45RO+ memory T cells,train
34708,CD4+/CD45RO+ memory T cells,test
34709,CD4+/CD45RO+ memory T cells,train
34710,CD4+/CD45RO+ memory T cells,train
34711,CD4+/CD45RO+ memory T cells,train
34712,CD4+/CD45RO+ memory T cells,train
34713,CD4+/CD45RO+ memory T cells,train
34714,CD4+/CD45RO+ memory T cells,train
34715,CD4+/CD45RO+ memory T cells,train
34716,CD4+/CD45RO+ memory T cells,train
34717,CD4+/CD45RO+ memory T cells,train
34718,CD4+/CD45RO+ memory T cells,train
34719,CD4+/CD45RO+ memory T cells,train
34720,CD4+/CD45RO+ memory T cells,train
34721,CD4+/CD45RO+ memory T cells,validation
34722,CD4+/CD45RO+ memory T cells,train
34723,CD4+/CD45RO+ memory T cells,train
34724,CD4+/CD45RO+ memory T cells,train
34725,CD4+/CD45RO+ memory T cells,train
34726,CD4+/CD45RO+ memory T cells,train
34727,CD4+/CD45RO+ memory T cells,train
34728,CD4+/CD45RO+ memory T cells,train
34729,CD4+/CD45RO+ memory T cells,train
34730,CD4+/CD45RO+ memory T cells,train
34731,CD4+/CD45RO+ memory T cells,train
34732,CD4+/CD45RO+ memory T cells,train
34733,CD4+/CD45RO+ memory T cells,train
34734,CD4+/CD45RO+ memory T cells,train
34735,CD4+/CD45RO+ memory T cells,test
34736,CD4+/CD45RO+ memory T cells,train
34737,CD4+/CD45RO+ memory T cells,train
34738,CD4+/CD45RO+ memory T cells,test
34739,CD4+/CD45RO+ memory T cells,train
34740,CD4+/CD45RO+ memory T cells,train
34741,CD4+/CD45RO+ memory T cells,train
34742,CD4+/CD45RO+ memory T cells,train
34743,CD4+/CD45RO+ memory T cells,train
34744,CD4+/CD45RO+ memory T cells,train
34745,CD4+/CD45RO+ memory T cells,train
34746,CD4+/CD45RO+ memory T cells,train
34747,CD4+/CD45RO+ memory T cells,train
34748,CD4+/CD45RO+ memory T cells,train
34749,CD4+/CD45RO+ memory T cells,train
34750,CD4+/CD45RO+ memory T cells,train
34751,CD4+/CD45RO+ memory T cells,train
34752,CD4+/CD45RO+ memory T cells,validation
34753,CD4+/CD45RO+ memory T cells,train
34754,CD4+/CD45RO+ memory T cells,train
34755,CD4+/CD45RO+ memory T cells,train
34756,CD4+/CD45RO+ memory T cells,train
34757,CD4+/CD45RO+ memory T cells,train
34758,CD4+/CD45RO+ memory T cells,train
34759,CD4+/CD45RO+ memory T cells,test
34760,CD4+/CD45RO+ memory T cells,train
34761,CD4+/CD45RO+ memory T cells,test
34762,CD4+/CD45RO+ memory T cells,train
34763,CD4+/CD45RO+ memory T cells,train
34764,CD4+/CD45RO+ memory T cells,validation
34765,CD4+/CD45RO+ memory T cells,train
34766,CD4+/CD45RO+ memory T cells,train
34767,CD4+/CD45RO+ memory T cells,train
34768,CD4+/CD45RO+ memory T cells,train
34769,CD4+/CD45RO+ memory T cells,train
34770,CD4+/CD45RO+ memory T cells,train
34771,CD4+/CD45RO+ memory T cells,test
34772,CD4+/CD45RO+ memory T cells,train
34773,CD4+/CD45RO+ memory T cells,train
34774,CD4+/CD45RO+ memory T cells,train
34775,CD4+/CD45RO+ memory T cells,test
34776,CD4+/CD45RO+ memory T cells,train
34777,CD4+/CD45RO+ memory T cells,train
34778,CD4+/CD45RO+ memory T cells,train
34779,CD4+/CD45RO+ memory T cells,train
34780,CD4+/CD45RO+ memory T cells,train
34781,CD4+/CD45RO+ memory T cells,train
34782,CD4+/CD45RO+ memory T cells,test
34783,CD4+/CD45RO+ memory T cells,train
34784,CD4+/CD45RO+ memory T cells,train
34785,CD4+/CD45RO+ memory T cells,train
34786,CD4+/CD45RO+ memory T cells,train
34787,CD4+/CD45RO+ memory T cells,train
34788,CD4+/CD45RO+ memory T cells,validation
34789,CD4+/CD45RO+ memory T cells,train
34790,CD4+/CD45RO+ memory T cells,test
34791,CD4+/CD45RO+ memory T cells,train
34792,CD4+/CD45RO+ memory T cells,train
34793,CD4+/CD45RO+ memory T cells,validation
34794,CD4+/CD45RO+ memory T cells,train
34795,CD4+/CD45RO+ memory T cells,train
34796,CD4+/CD45RO+ memory T cells,train
34797,CD4+/CD45RO+ memory T cells,train
34798,CD4+/CD45RO+ memory T cells,train
34799,CD4+/CD45RO+ memory T cells,train
34800,CD4+/CD45RO+ memory T cells,test
34801,CD4+/CD45RO+ memory T cells,train
34802,CD4+/CD45RO+ memory T cells,train
34803,CD4+/CD45RO+ memory T cells,train
34804,CD4+/CD45RO+ memory T cells,train
34805,CD4+/CD45RO+ memory T cells,validation
34806,CD4+/CD45RO+ memory T cells,train
34807,CD4+/CD45RO+ memory T cells,train
34808,CD4+/CD45RO+ memory T cells,train
34809,CD4+/CD45RO+ memory T cells,train
34810,CD4+/CD45RO+ memory T cells,validation
34811,CD4+/CD45RO+ memory T cells,train
34812,CD4+/CD45RO+ memory T cells,train
34813,CD4+/CD45RO+ memory T cells,test
34814,CD4+/CD45RO+ memory T cells,train
34815,CD4+/CD45RO+ memory T cells,train
34816,CD4+/CD45RO+ memory T cells,train
34817,CD4+/CD45RO+ memory T cells,train
34818,CD4+/CD45RO+ memory T cells,train
34819,CD4+/CD45RO+ memory T cells,train
34820,CD4+/CD45RO+ memory T cells,validation
34821,CD4+/CD45RO+ memory T cells,train
