,gene_ID,gene_name
16752,ENSG00000225361,PPP1R26-AS1
16753,ENSG00000196422,PPP1R26
16754,ENSG00000160345,C9orf116
16755,ENSG00000122140,MRPS2
16756,ENSG00000226706,RP11-426A6.5
16757,ENSG00000160349,LCN1
16758,ENSG00000122136,OBP2A
16759,ENSG00000122133,PAEP
16760,ENSG00000237339,RP11-98L5.2
16761,ENSG00000236543,RP11-98L5.5
16762,ENSG00000204007,GLT6D1
16763,ENSG00000148386,LCN9
16764,ENSG00000165643,SOHLH1
16765,ENSG00000107147,KCNT1
16766,ENSG00000130559,CAMSAP1
16767,ENSG00000238058,RP11-432J22.2
16768,ENSG00000130560,UBAC1
16769,ENSG00000148411,NACC2
16770,ENSG00000260193,RP11-83N9.5
16771,ENSG00000238227,C9orf69
16772,ENSG00000107187,LHX3
16773,ENSG00000165661,QSOX2
16774,ENSG00000264527,WI2-1959D15.1
16775,ENSG00000267845,DKFZP434A062
16776,ENSG00000160360,GPSM1
16777,ENSG00000213221,DNLZ
16778,ENSG00000187796,CARD9
16779,ENSG00000165684,SNAPC4
16780,ENSG00000165689,SDCCAG3
16781,ENSG00000165688,PMPCA
16782,ENSG00000148384,INPP5E
16783,ENSG00000148396,SEC16A
16784,ENSG00000196366,C9orf163
16785,ENSG00000148400,NOTCH1
16786,ENSG00000227512,RP11-413M3.4
16787,ENSG00000237886,RP11-611D20.2
16788,ENSG00000228401,RP11-251M1.1
16789,ENSG00000172889,EGFL7
16790,ENSG00000169692,AGPAT2
16791,ENSG00000165716,FAM69B
16792,ENSG00000233016,SNHG7
16793,ENSG00000204003,LCN6
16794,ENSG00000187922,LCN10
16795,ENSG00000267206,LCN6
16796,ENSG00000204001,LCN8
16797,ENSG00000177984,LCN15
16798,ENSG00000244187,TMEM141
16799,ENSG00000272896,RP11-216L13.17
16800,ENSG00000213213,CCDC183
16801,ENSG00000228544,CCDC183-AS1
16802,ENSG00000196642,RABL6
16803,ENSG00000232434,C9orf172
16804,ENSG00000054148,PHPT1
16805,ENSG00000177943,MAMDC4
16806,ENSG00000107223,EDF1
16807,ENSG00000127191,TRAF2
16808,ENSG00000159069,FBXW5
16809,ENSG00000176919,C8G
16810,ENSG00000184925,LCN12
16811,ENSG00000198454,C9orf141
16812,ENSG00000107317,PTGDS
16813,ENSG00000214402,LCNL1
16814,ENSG00000148362,C9orf142
16815,ENSG00000169583,CLIC3
16816,ENSG00000107331,ABCA2
16817,ENSG00000180539,C9orf139
16818,ENSG00000180549,FUT7
16819,ENSG00000235117,RP11-229P13.20
16820,ENSG00000107281,NPDC1
16821,ENSG00000054179,ENTPD2
16822,ENSG00000236394,RP11-229P13.15
16823,ENSG00000229257,RP11-229P13.22
16824,ENSG00000186193,SAPCD2
16825,ENSG00000231864,RP11-229P13.23
16826,ENSG00000197355,UAP1L1
16827,ENSG00000268996,AL807752.1
16828,ENSG00000177239,MAN1B1
16829,ENSG00000176978,DPP7
16830,ENSG00000176884,GRIN1
16831,ENSG00000184709,LRRC26
16832,ENSG00000185863,TMEM210
16833,ENSG00000176248,ANAPC2
16834,ENSG00000176101,SSNA1
16835,ENSG00000176058,TPRN
16836,ENSG00000187713,TMEM203
16837,ENSG00000188566,NDOR1
16838,ENSG00000212864,RNF208
16839,ENSG00000197191,C9orf169
16840,ENSG00000233198,RNF224
16841,ENSG00000198569,SLC34A3
16842,ENSG00000188229,TUBB4B
16843,ENSG00000188163,FAM166A
16844,ENSG00000197768,C9orf173
16845,ENSG00000188986,NELFB
16846,ENSG00000198113,TOR4A
16847,ENSG00000198435,NRARP
16848,ENSG00000187609,EXD3
16849,ENSG00000188747,NOXA1
16850,ENSG00000188833,ENTPD8
16851,ENSG00000165802,NSMF
16852,ENSG00000130653,PNPLA7
16853,ENSG00000182154,MRPL41
16854,ENSG00000148399,DPH7
16855,ENSG00000165724,ZMYND19
16856,ENSG00000197070,ARRDC1
16857,ENSG00000203993,C9orf37
16858,ENSG00000181090,EHMT1
16859,ENSG00000203987,RP11-188C12.3
16860,ENSG00000148408,CACNA1B
16861,ENSG00000237419,RP11-885N19.6
16862,ENSG00000233013,FAM157B
16863,ENSG00000173876,TUBB8
16864,ENSG00000015171,ZMYND11
16865,ENSG00000151240,DIP2C
16866,ENSG00000233021,RP11-490E15.2
16867,ENSG00000225140,RP11-809C18.3
16868,ENSG00000180525,PRR26
16869,ENSG00000272992,RP11-809C18.4
16870,ENSG00000231601,RP11-164C1.2
16871,ENSG00000107929,LARP4B
16872,ENSG00000229869,RP11-363N22.2
16873,ENSG00000205740,AL359878.1
16874,ENSG00000107937,GTPBP4
16875,ENSG00000148377,IDI2
16876,ENSG00000232656,IDI2-AS1
16877,ENSG00000067064,IDI1
16878,ENSG00000047056,WDR37
16879,ENSG00000229205,LINC00200
16880,ENSG00000185736,ADARB2
16881,ENSG00000205696,ADARB2-AS1
16882,ENSG00000234962,LINC00700
16883,ENSG00000226694,RP11-69C17.2
16884,ENSG00000227912,RP11-69C17.3
16885,ENSG00000231326,RP11-69C17.4
16886,ENSG00000234556,LINC00701
16887,ENSG00000234170,RP11-446F3.2
16888,ENSG00000237500,RP11-526P5.1
16889,ENSG00000235281,RP11-526P5.2
16890,ENSG00000234182,RP11-118K6.2
16891,ENSG00000273001,RP11-118K6.3
16892,ENSG00000067057,PFKP
16893,ENSG00000107959,PITRM1
16894,ENSG00000236968,RP11-298E9.5
16895,ENSG00000226762,RP11-298E9.6
16896,ENSG00000227338,RP11-195B3.1
16897,ENSG00000233321,RP11-482E14.1
16898,ENSG00000236892,RP11-482E14.2
16899,ENSG00000229672,RP11-184A2.3
16900,ENSG00000228353,RP11-184A2.2
16901,ENSG00000067082,KLF6
16902,ENSG00000230573,RP11-464C19.2
16903,ENSG00000226005,RP11-464C19.3
16904,ENSG00000227101,RP11-433J20.2
16905,ENSG00000236990,RP11-433J20.1
16906,ENSG00000233117,LINC00702
16907,ENSG00000224382,LINC00703
16908,ENSG00000230096,RP11-34C15.2
16909,ENSG00000231298,LINC00704
16910,ENSG00000225269,LINC00705
16911,ENSG00000165568,AKR1E2
16912,ENSG00000187134,AKR1C1
16913,ENSG00000151632,AKR1C2
16914,ENSG00000224251,RP11-499O7.7
16915,ENSG00000196139,AKR1C3
16916,ENSG00000196326,AKR1CL1
16917,ENSG00000198610,AKR1C4
16918,ENSG00000231039,RP11-445P17.3
16919,ENSG00000224034,RP11-445P17.8
16920,ENSG00000178473,UCN3
16921,ENSG00000178462,TUBAL3
16922,ENSG00000173848,NET1
16923,ENSG00000178372,CALML5
16924,ENSG00000205488,CALML3-AS1
16925,ENSG00000178363,CALML3
16926,ENSG00000256462,RP11-116G8.5
16927,ENSG00000242147,RP13-463N16.6
16928,ENSG00000231483,RP11-336A10.5
16929,ENSG00000228951,RP11-336A10.4
16930,ENSG00000196372,ASB13
16931,ENSG00000108021,FAM208B
16932,ENSG00000226647,RP11-336A10.2
16933,ENSG00000057608,GDI2
16934,ENSG00000272764,RP11-318E3.9
16935,ENSG00000134461,ANKRD16
16936,ENSG00000134452,FBXO18
16937,ENSG00000232807,RP11-536K7.3
16938,ENSG00000134470,IL15RA
16939,ENSG00000134460,IL2RA
16940,ENSG00000229664,RP11-536K7.5
16941,ENSG00000134453,RBM17
16942,ENSG00000170525,PFKFB3
16943,ENSG00000213994,RP11-414H17.5
16944,ENSG00000215244,RP11-563J2.2
16945,ENSG00000212743,DKFZP667F0711
16946,ENSG00000065675,PRKCQ
16947,ENSG00000237943,PRKCQ-AS1
16948,ENSG00000225948,RP11-554I8.1
16949,ENSG00000223784,RP11-554I8.2
16950,ENSG00000238266,LINC00707
16951,ENSG00000234248,RP11-799O21.2
16952,ENSG00000223581,RP11-393K12.2
16953,ENSG00000198879,SFMBT2
16954,ENSG00000232591,RP5-1031D4.2
16955,ENSG00000230121,RP11-385N23.1
16956,ENSG00000123243,ITIH5
16957,ENSG00000151655,ITIH2
16958,ENSG00000151657,KIN
16959,ENSG00000165629,ATP5C1
16960,ENSG00000165632,TAF3
16961,ENSG00000197308,GATA3-AS1
16962,ENSG00000232638,RP11-379F12.4
16963,ENSG00000243350,RP11-379F12.3
16964,ENSG00000107485,GATA3
16965,ENSG00000232170,LINC00708
16966,ENSG00000226861,RP5-1119O21.2
16967,ENSG00000226990,RP11-543F8.2
16968,ENSG00000234752,RP11-428L9.1
16969,ENSG00000223808,RP11-428L9.2
16970,ENSG00000230014,LINC00709
16971,ENSG00000228636,RP5-1051H14.2
16972,ENSG00000224788,RP5-933E2.1
16973,ENSG00000234306,RP11-271F18.1
16974,ENSG00000270111,RP11-271F18.4
16975,ENSG00000225383,SFTA1P
16976,ENSG00000231496,RP1-251M9.2
16977,ENSG00000048740,CELF2
16978,ENSG00000228027,RP1-251M9.3
16979,ENSG00000237986,CELF2-AS2
16980,ENSG00000230322,RP3-323N1.2
16981,ENSG00000181800,CELF2-AS1
16982,ENSG00000148429,USP6NL
16983,ENSG00000271360,RP11-138I18.1
16984,ENSG00000271046,RP11-138I18.2
16985,ENSG00000134463,ECHDC3
16986,ENSG00000148426,PROSER2
16987,ENSG00000225778,PROSER2-AS1
16988,ENSG00000151461,UPF2
16989,ENSG00000181192,DHTKD1
16990,ENSG00000065665,SEC61A2
16991,ENSG00000165609,NUDT5
16992,ENSG00000151465,CDC123
16993,ENSG00000228302,RP11-186N15.3
16994,ENSG00000183049,CAMK1D
16995,ENSG00000151468,CCDC3
16996,ENSG00000123240,OPTN
16997,ENSG00000065328,MCM10
16998,ENSG00000165623,UCMA
16999,ENSG00000107537,PHYH
17000,ENSG00000226209,AL138764.1
17001,ENSG00000086475,SEPHS1
17002,ENSG00000233256,RP11-445K13.2
17003,ENSG00000165626,BEND7
17004,ENSG00000227175,RP11-214D15.2
17005,ENSG00000165630,PRPF18
17006,ENSG00000239665,RP11-295P9.3
17007,ENSG00000151474,FRMD4A
17008,ENSG00000273474,RP11-295P9.12
17009,ENSG00000268549,RP11-295P9.8
17010,ENSG00000225112,RP11-295P9.6
17011,ENSG00000234091,RP11-353M9.1
17012,ENSG00000229751,RP11-142M10.2
17013,ENSG00000235410,RP11-397C18.2
17014,ENSG00000065809,FAM107B
17015,ENSG00000236495,RP11-7C6.1
17016,ENSG00000185267,CDNF
17017,ENSG00000187522,HSPA14
17018,ENSG00000272853,RP11-398C13.6
17019,ENSG00000152455,SUV39H2
17020,ENSG00000152457,DCLRE1C
17021,ENSG00000197889,MEIG1
17022,ENSG00000152463,OLAH
17023,ENSG00000176244,ACBD7
17024,ENSG00000176236,C10orf111
17025,ENSG00000152464,RPP38
17026,ENSG00000152465,NMT2
17027,ENSG00000148468,FAM171A1
17028,ENSG00000232739,RP11-25G10.2
17029,ENSG00000077943,ITGA8
17030,ENSG00000148481,FAM188A
17031,ENSG00000226140,RP11-461K13.1
17032,ENSG00000165983,PTER
17033,ENSG00000165985,C1QL3
17034,ENSG00000148484,RSU1
17035,ENSG00000107611,CUBN
17036,ENSG00000273153,RP11-406H21.2
17037,ENSG00000107614,TRDMT1
17038,ENSG00000229124,VIM-AS1
17039,ENSG00000026025,VIM
17040,ENSG00000234961,RP11-124N14.3
17041,ENSG00000148488,ST8SIA6
17042,ENSG00000204832,ST8SIA6-AS1
17043,ENSG00000165996,PTPLA
17044,ENSG00000260589,RP11-390B4.5
17045,ENSG00000136738,STAM
17046,ENSG00000229190,RP11-390B4.3
17047,ENSG00000148483,TMEM236
17048,ENSG00000183748,MRC1L1
17049,ENSG00000184040,TMEM236
17050,ENSG00000120586,MRC1
17051,ENSG00000235637,RP11-457D2.3
17052,ENSG00000148482,SLC39A12
17053,ENSG00000226083,SLC39A12-AS1
17054,ENSG00000165995,CACNB2
17055,ENSG00000240291,RP11-499P20.2
17056,ENSG00000225527,RP11-383B4.4
17057,ENSG00000241058,NSUN6
17058,ENSG00000271786,RP11-139J15.7
17059,ENSG00000152487,ARL5B-AS1
17060,ENSG00000165997,ARL5B
17061,ENSG00000234244,RP11-139J15.5
17062,ENSG00000204740,MALRD1
17063,ENSG00000227734,RP11-49L2.1
17064,ENSG00000233968,RP11-354E11.2
17065,ENSG00000120594,PLXDC2
17066,ENSG00000238246,RP11-575A19.2
17067,ENSG00000078114,NEBL
17068,ENSG00000204683,C10orf113
17069,ENSG00000231920,NEBL-AS1
17070,ENSG00000230109,RP11-275N1.1
17071,ENSG00000204682,CASC10
17072,ENSG00000180592,SKIDA1
17073,ENSG00000078403,MLLT10
17074,ENSG00000136770,DNAJC1
17075,ENSG00000223601,EBLN1
17076,ENSG00000260205,RP11-108B14.5
17077,ENSG00000261671,RP11-573G6.6
17078,ENSG00000148444,COMMD3
17079,ENSG00000269897,COMMD3-BMI1
17080,ENSG00000168283,BMI1
17081,ENSG00000272516,RP11-573G6.9
17082,ENSG00000271981,RP11-573G6.8
17083,ENSG00000272366,RP11-573G6.10
17084,ENSG00000077327,SPAG6
17085,ENSG00000150867,PIP4K2A
17086,ENSG00000165309,ARMC3
17087,ENSG00000148450,MSRB2
17088,ENSG00000168267,PTF1A
17089,ENSG00000204566,C10orf115
17090,ENSG00000179133,C10orf67
17091,ENSG00000224215,RP11-371A19.2
17092,ENSG00000165312,OTUD1
17093,ENSG00000120549,KIAA1217
17094,ENSG00000269879,AL353583.1
17095,ENSG00000107863,ARHGAP21
17096,ENSG00000099256,PRTFDC1
17097,ENSG00000273107,RP11-165A20.3
17098,ENSG00000151023,ENKUR
17099,ENSG00000185875,THNSL1
17100,ENSG00000231422,RP11-80K21.3
17101,ENSG00000233642,GPR158-AS1
17102,ENSG00000151025,GPR158
17103,ENSG00000226304,RP11-435M3.2
17104,ENSG00000095777,MYO3A
17105,ENSG00000136750,GAD2
17106,ENSG00000077420,APBB1IP
17107,ENSG00000236894,RP11-128B16.3
17108,ENSG00000233261,LINC00264
17109,ENSG00000231976,LINC00202-2
17110,ENSG00000234296,RP13-16H11.7
17111,ENSG00000227932,RP13-16H11.2
17112,ENSG00000148459,PDSS1
17113,ENSG00000235843,RP13-16H11.5
17114,ENSG00000136754,ABI1
17115,ENSG00000232224,LINC00202-1
17116,ENSG00000236983,LINC00614
17117,ENSG00000107890,ANKRD26
17118,ENSG00000136758,YME1L1
17119,ENSG00000120539,MASTL
17120,ENSG00000107897,ACBD5
17121,ENSG00000262412,RP11-85G18.6
17122,ENSG00000260151,RP11-748L13.6
17123,ENSG00000182077,PTCHD3
17124,ENSG00000099246,RAB18
17125,ENSG00000150051,MKX
17126,ENSG00000230500,RP11-360I20.2
17127,ENSG00000169126,ARMC4
17128,ENSG00000233472,RP11-218D6.4
17129,ENSG00000150054,MPP7
17130,ENSG00000237128,RP11-351M16.3
17131,ENSG00000254635,WAC-AS1
17132,ENSG00000095787,WAC
17133,ENSG00000095739,BAMBI
17134,ENSG00000236716,RP11-478H13.1
17135,ENSG00000235824,LINC00837
17136,ENSG00000232624,RP11-478H13.3
17137,ENSG00000204365,C10orf126
17138,ENSG00000120563,LYZL1
17139,ENSG00000224597,PTCHD3P1
17140,ENSG00000197321,SVIL
17141,ENSG00000165757,KIAA1462
17142,ENSG00000107951,MTPAP
17143,ENSG00000107968,MAP3K8
17144,ENSG00000228800,RP11-253D19.1
17145,ENSG00000230298,RP11-253D19.2
17146,ENSG00000151033,LYZL2
17147,ENSG00000230998,RP11-14C22.3
17148,ENSG00000230720,RP11-14C22.6
17149,ENSG00000183621,ZNF438
17150,ENSG00000272381,RP11-192P3.4
17151,ENSG00000148516,ZEB1
17152,ENSG00000196960,RP11-192P3.5
17153,ENSG00000223834,RP11-472N13.2
17154,ENSG00000237797,RP11-472N13.3
17155,ENSG00000165322,ARHGAP12
17156,ENSG00000170759,KIF5B
17157,ENSG00000227253,RP11-166N17.1
17158,ENSG00000120616,EPC1
17159,ENSG00000226842,RP11-166N17.3
17160,ENSG00000233825,RP11-135A24.4
17161,ENSG00000229327,RP11-135A24.2
17162,ENSG00000216937,CCDC7
17163,ENSG00000150076,C10ORF68
17164,ENSG00000273038,RP11-479G22.8
17165,ENSG00000150093,ITGB1
17166,ENSG00000229656,RP11-462L8.1
17167,ENSG00000233387,RP11-342D11.3
17168,ENSG00000099250,NRP1
17169,ENSG00000238258,RP11-342D11.2
17170,ENSG00000273012,RP11-90B22.1
17171,ENSG00000226412,RP11-476F14.1
17172,ENSG00000203565,RP13-259N13.2
17173,ENSG00000261683,LINC00838
17174,ENSG00000223470,RP11-490O24.2
17175,ENSG00000148498,PARD3
17176,ENSG00000226386,PARD3-AS1
17177,ENSG00000108094,CUL2
17178,ENSG00000230534,RP11-297A16.2
17179,ENSG00000095794,CREM
17180,ENSG00000233200,RP11-324I22.2
17181,ENSG00000108100,CCNY
17182,ENSG00000271335,RP11-324I22.4
17183,ENSG00000177291,GJD4
17184,ENSG00000273312,RP11-425A6.5
17185,ENSG00000177283,FZD8
17186,ENSG00000227313,RP11-309N24.1
17187,ENSG00000227475,RP11-810B23.1
17188,ENSG00000237002,SNORA40
17189,ENSG00000229644,NAMPTL
17190,ENSG00000238176,RP11-322I2.1
17191,ENSG00000148513,ANKRD30A
17192,ENSG00000234918,RP11-20F24.2
17193,ENSG00000235687,LINC00993
17194,ENSG00000256892,MTRNR2L7
17195,ENSG00000226578,RP11-258F22.1
17196,ENSG00000260137,RP11-258F22.2
17197,ENSG00000198105,ZNF248
17198,ENSG00000236514,RP11-162G10.5
17199,ENSG00000175395,ZNF25
17200,ENSG00000226447,RP11-393J16.4
17201,ENSG00000189180,ZNF33A
17202,ENSG00000075407,ZNF37A
17203,ENSG00000272983,RP11-508N22.12
17204,ENSG00000273019,RP11-508N22.13
17205,ENSG00000241125,RP11-508N22.9
17206,ENSG00000226113,RP11-672F9.1
17207,ENSG00000225119,LINC00999
17208,ENSG00000203496,RP11-291L22.4
17209,ENSG00000185904,LINC00839
17210,ENSG00000196693,ZNF33B
17211,ENSG00000233515,AL022344.4
17212,ENSG00000234864,AL022344.5
17213,ENSG00000259869,AL022344.7
17214,ENSG00000165733,BMS1
17215,ENSG00000234944,RP11-124O11.1
17216,ENSG00000229630,RP11-124O11.2
17217,ENSG00000165731,RET
17218,ENSG00000273008,RP11-351D16.3
17219,ENSG00000169826,CSGALNACT2
17220,ENSG00000198915,RASGEF1A
17221,ENSG00000224265,RP11-168L22.2
17222,ENSG00000150201,FXYD4
17223,ENSG00000169813,HNRNPF
17224,ENSG00000230555,RP11-517P14.2
17225,ENSG00000243660,ZNF487
17226,ENSG00000196793,ZNF239
17227,ENSG00000198298,ZNF485
17228,ENSG00000237389,RP11-402L1.4
17229,ENSG00000169740,ZNF32
17230,ENSG00000226245,ZNF32-AS1
17231,ENSG00000230565,ZNF32-AS2
17232,ENSG00000228426,RP11-402L1.11
17233,ENSG00000234973,RP11-272J7.4
17234,ENSG00000204187,LINC00619
17235,ENSG00000226808,LINC00840
17236,ENSG00000236769,RP11-168P8.5
17237,ENSG00000227029,RP11-168P8.3
17238,ENSG00000233395,LINC00841
17239,ENSG00000237590,RP11-20J15.2
17240,ENSG00000229116,RP11-20J15.3
17241,ENSG00000107562,CXCL12
17242,ENSG00000269515,AL137026.1
17243,ENSG00000234580,RP11-733D4.1
17244,ENSG00000224812,TMEM72-AS1
17245,ENSG00000234504,RP11-285G1.2
17246,ENSG00000187783,TMEM72
17247,ENSG00000223462,RP11-285G1.9
17248,ENSG00000107551,RASSF4
17249,ENSG00000165507,C10orf10
17250,ENSG00000165511,C10orf25
17251,ENSG00000165512,ZNF22
17252,ENSG00000227683,RP11-445N18.5
17253,ENSG00000256574,OR13A1
17254,ENSG00000012779,ALOX5
17255,ENSG00000231964,RP11-67C2.2
17256,ENSG00000165406,MARCH8
17257,ENSG00000172671,ZFAND4
17258,ENSG00000172661,FAM21C
17259,ENSG00000231122,FAM25E
17260,ENSG00000188234,AGAP4
17261,ENSG00000204179,PTPN20A
17262,ENSG00000230761,RP11-342C24.8
17263,ENSG00000272430,RP11-38L15.8
17264,ENSG00000229227,RP11-38L15.2
17265,ENSG00000231187,RP11-38L15.3
17266,ENSG00000204176,SYT15
17267,ENSG00000204175,GPRIN2
17268,ENSG00000223477,LINC00842
17269,ENSG00000204174,NPY4R
17270,ENSG00000150165,ANXA8L1
17271,ENSG00000189090,FAM25B
17272,ENSG00000224919,RP11-144G6.4
17273,ENSG00000204172,AGAP10
17274,ENSG00000227310,RP11-144G6.10
17275,ENSG00000226667,RP11-292F22.5
17276,ENSG00000259942,RP11-292F22.7
17277,ENSG00000198250,ANTXRL
17278,ENSG00000186807,ANXA8L2
17279,ENSG00000215033,AL603965.1
17280,ENSG00000152726,FAM21B
17281,ENSG00000072444,ASAH2C
17282,ENSG00000198035,AGAP9
17283,ENSG00000197910,FAM25G
17284,ENSG00000165390,ANXA8
17285,ENSG00000215020,AL591684.1
17286,ENSG00000226044,RP11-463P17.1
17287,ENSG00000165388,ZNF488
17288,ENSG00000228865,RP11-463P17.3
17289,ENSG00000107618,RBP3
17290,ENSG00000128802,GDF2
17291,ENSG00000107623,GDF10
17292,ENSG00000183675,PTPN20B
17293,ENSG00000232426,RP11-508M1.7
17294,ENSG00000188279,FAM25C
17295,ENSG00000170324,FRMPD2
17296,ENSG00000107643,MAPK8
17297,ENSG00000128805,ARHGAP22
17298,ENSG00000236800,RP11-534L6.2
17299,ENSG00000128815,WDFY4
17300,ENSG00000165383,LRRC18
17301,ENSG00000233665,RP11-523O18.5
17302,ENSG00000226576,RP11-523O18.1
17303,ENSG00000165633,VSTM4
17304,ENSG00000234736,FAM170B-AS1
17305,ENSG00000172538,FAM170B
17306,ENSG00000204161,C10orf128
17307,ENSG00000236208,C10orf71-AS1
17308,ENSG00000177354,C10orf71
17309,ENSG00000165606,DRGX
17310,ENSG00000235939,RP11-123B3.2
17311,ENSG00000225830,ERCC6
17312,ENSG00000243251,PGBD3
17313,ENSG00000258838,ERCC6-PGBD3
17314,ENSG00000070748,CHAT
17315,ENSG00000187714,SLC18A3
17316,ENSG00000178645,C10orf53
17317,ENSG00000197444,OGDHL
17318,ENSG00000227345,PARG
17319,ENSG00000174196,FAM21D
17320,ENSG00000214986,FAM25D
17321,ENSG00000174194,AGAP8
17322,ENSG00000272225,RP11-592B15.9
17323,ENSG00000204152,TIMM23B
17324,ENSG00000204169,AGAP7
17325,ENSG00000138294,MSMB
17326,ENSG00000138293,NCOA4
17327,ENSG00000138297,TIMM23
17328,ENSG00000178440,LINC00843
17329,ENSG00000204149,AGAP6
17330,ENSG00000099290,FAM21A
17331,ENSG00000188611,ASAH2
17332,ENSG00000198964,SGMS1
17333,ENSG00000269165,AC069547.1
17334,ENSG00000269700,AC069547.2
17335,ENSG00000225303,RP11-512N4.2
17336,ENSG00000226200,RP11-50E11.3
17337,ENSG00000204147,ASAH2B
17338,ENSG00000148584,A1CF
17339,ENSG00000261368,RP11-96B5.4
17340,ENSG00000185532,PRKG1
17341,ENSG00000223502,RP11-96B5.3
17342,ENSG00000231132,RP11-40C11.2
17343,ENSG00000177613,CSTF2T
17344,ENSG00000236671,PRKG1-AS1
17345,ENSG00000107984,DKK1
17346,ENSG00000231131,RP11-346D6.6
17347,ENSG00000228651,RP11-556E13.1
17348,ENSG00000165471,MBL2
17349,ENSG00000227121,RP11-319F12.2
17350,ENSG00000226296,RP11-71J2.1
17351,ENSG00000150275,PCDH15
17352,ENSG00000234173,RP11-257I14.1
17353,ENSG00000223800,RP11-598C10.2
17354,ENSG00000228048,RP11-598C10.1
17355,ENSG00000249860,MTRNR2L5
17356,ENSG00000122952,ZWINT
17357,ENSG00000151151,IPMK
17358,ENSG00000122873,CISD1
17359,ENSG00000228527,RP11-179B15.5
17360,ENSG00000261076,RP11-179B15.6
17361,ENSG00000072401,UBE2D1
17362,ENSG00000108064,TFAM
17363,ENSG00000122870,BICC1
17364,ENSG00000237949,LINC00844
17365,ENSG00000165443,PHYHIPL
17366,ENSG00000148541,FAM13C
17367,ENSG00000236556,RP11-443O13.3
17368,ENSG00000235140,RP11-135D11.2
17369,ENSG00000165449,SLC16A9
17370,ENSG00000227877,LINC00948
17371,ENSG00000108091,CCDC6
17372,ENSG00000235931,C10orf40
17373,ENSG00000151150,ANK3
17374,ENSG00000232682,RP11-388P9.2
17375,ENSG00000254271,RP11-131N11.4
17376,ENSG00000170312,CDK1
17377,ENSG00000072422,RHOBTB1
17378,ENSG00000227244,LINC00845
17379,ENSG00000196932,TMEM26
17380,ENSG00000237233,RP11-809M12.1
17381,ENSG00000183346,C10orf107
17382,ENSG00000272592,RP11-63A2.2
17383,ENSG00000233643,RP11-491H19.1
17384,ENSG00000150347,ARID5B
17385,ENSG00000182010,RTKN2
17386,ENSG00000234756,RP11-120C12.3
17387,ENSG00000138311,ZNF365
17388,ENSG00000238280,RP11-436D10.3
17389,ENSG00000181915,ADO
17390,ENSG00000122877,EGR2
17391,ENSG00000224301,RP11-144G16.1
17392,ENSG00000148572,NRBF2
17393,ENSG00000171988,JMJD1C
17394,ENSG00000272767,JMJD1C-AS1
17395,ENSG00000165476,REEP3
17396,ENSG00000228566,RP11-170M17.1
17397,ENSG00000226426,RP11-174J11.1
17398,ENSG00000224714,RP11-179K3.2
17399,ENSG00000235356,RP11-428G2.1
17400,ENSG00000228065,RP11-222A11.1
17401,ENSG00000183230,CTNNA3
17402,ENSG00000273360,RP11-210G22.1
17403,ENSG00000198739,LRRTM3
17404,ENSG00000225299,RP11-344A5.1
17405,ENSG00000108176,DNAJC12
17406,ENSG00000272892,RP11-57G10.8
17407,ENSG00000096717,SIRT1
17408,ENSG00000148634,HERC4
17409,ENSG00000138347,MYPN
17410,ENSG00000179774,ATOH7
17411,ENSG00000233590,RP11-153K11.3
17412,ENSG00000108187,PBLD
17413,ENSG00000096746,HNRNPH3
17414,ENSG00000204130,RUFY2
17415,ENSG00000138346,DNA2
17416,ENSG00000122912,SLC25A16
17417,ENSG00000138336,TET1
17418,ENSG00000060339,CCAR1
17419,ENSG00000165730,STOX1
17420,ENSG00000107625,DDX50
17421,ENSG00000165732,DDX21
17422,ENSG00000198954,KIAA1279
17423,ENSG00000122862,SRGN
17424,ENSG00000122958,VPS26A
17425,ENSG00000156502,SUPV3L1
17426,ENSG00000229261,RP11-227H15.4
17427,ENSG00000156510,HKDC1
17428,ENSG00000231748,RP11-227H15.5
17429,ENSG00000156515,HK1
17430,ENSG00000075073,TACR2
17431,ENSG00000099282,TSPAN15
17432,ENSG00000122859,NEUROG3
17433,ENSG00000236154,RP11-343J3.2
17434,ENSG00000171224,C10orf35
17435,ENSG00000235645,RP11-242G20.1
17436,ENSG00000197467,COL13A1
17437,ENSG00000224222,RP11-262I2.2
17438,ENSG00000099284,H2AFY2
17439,ENSG00000042286,AIFM2
17440,ENSG00000156521,TYSND1
17441,ENSG00000079332,SAR1A
17442,ENSG00000180817,PPA1
17443,ENSG00000148734,NPFFR1
17444,ENSG00000172731,LRRC20
17445,ENSG00000148730,EIF4EBP2
17446,ENSG00000156574,NODAL
17447,ENSG00000197604,AC022532.1
17448,ENSG00000107719,PALD1
17449,ENSG00000180644,PRF1
17450,ENSG00000138316,ADAMTS14
17451,ENSG00000166220,TBATA
17452,ENSG00000166224,SGPL1
17453,ENSG00000237998,RP11-432J9.5
17454,ENSG00000166228,PCBD1
17455,ENSG00000271409,RP11-432J9.3
17456,ENSG00000259267,RP11-432J9.6
17457,ENSG00000107731,UNC5B
17458,ENSG00000237512,UNC5B-AS1
17459,ENSG00000198246,SLC29A3
17460,ENSG00000107736,CDH23
17461,ENSG00000223817,CDH23-AS1
17462,ENSG00000214688,C10orf105
17463,ENSG00000107738,C10orf54
17464,ENSG00000197746,PSAP
17465,ENSG00000230526,RP11-472G21.2
17466,ENSG00000122863,CHST3
17467,ENSG00000272988,RP11-150D20.5
17468,ENSG00000107742,SPOCK2
